day,asset_id,temperature_c,vibration_mm_s,partial_discharge_pc,oil_quality_pct,wind_forecast_kmh,rain_forecast_mm,incidents_90d,age_years,load_pct,failure_next_24h
0,0,66.70771577682481,1.8749750356025692,17.86408164503124,77.68734995762881,20.498787042636074,12.182960395779617,0,27.766593553790827,62.309452365942384,0
0,1,62.276803212375405,0.9743837796934858,11.896963250042475,90.35032450050599,14.208823481809342,0.0,0,17.044110072065674,78.76550465414047,0
0,2,47.71979874928984,0.5430123219658166,1.9987535087052235,80.53445371229569,13.710098465259446,2.1703140511154433,0,30.47513343716424,39.62798018875546,0
0,3,67.33474417876646,1.5913686244033254,13.653766952284926,75.67010577589717,34.38041778322207,0.0,0,25.315776929899645,83.27528023240755,0
0,4,54.436736233377744,1.2608054362291408,8.738188948931949,94.36722171934926,24.002761932339578,6.297213623218243,0,6.013675132404785,59.305300797457704,0
0,5,76.17910404089855,2.878856862684977,40.34054932835667,66.87669828740148,15.917410680112999,0.0,0,34.21991525237619,73.22696142921369,1
0,6,51.60564206690702,1.009323058500117,2.2583936689789708,77.85152057256443,11.112659816792318,0.0,0,27.356470463691295,62.983423543196174,0
0,7,85.08793928121662,1.3275585268490833,5.131888032808817,75.8161877695737,28.84719702452186,29.164152384891857,0,28.154057768862522,122.44952438813193,0
0,8,72.04352778435978,1.3425598966708248,7.952529317761629,84.5088836360261,11.444516621071593,1.3763692694856227,0,7.099636245617468,89.18764415417758,0
0,9,69.92105900117494,1.1107565471816048,11.8678294099238,80.03964526333056,40.004837172747884,4.900219572046147,0,17.41235001265815,87.68931119841504,0
0,10,74.39433249369553,1.556445734719323,19.907041549339517,81.67611749364735,28.85154865462543,0.0,0,14.8655367754426,86.7683142317364,0
0,11,75.13231105975477,1.5066340737234432,15.975345171634714,75.41851529278615,4.082409044582313,0.0,0,32.65647964315526,73.10658251899815,0
0,12,80.18126612039399,1.9754343314019729,15.744383180858689,70.66623883584894,13.858551439784444,17.588404023677185,0,23.603683842581265,77.71761589230904,1
0,13,74.17840469496828,1.794796488976369,35.38450116798797,68.64712410763975,16.63544765039808,0.0,0,29.32837162466656,96.30599726035965,0
0,14,71.24927377911834,0.758712549895199,19.087403852826704,79.76472641802846,22.840572795376495,21.50391498997695,0,17.189254362474596,71.63052832423142,0
0,15,60.47002435954976,1.2906905700713636,15.08533418394422,92.4713303833031,14.780196921379545,15.113383843526801,0,10.27163909711286,46.124931080687844,0
0,16,65.16828015506267,1.358486491809575,5.347216955159766,83.73284550783634,16.935610058790484,0.0,0,20.746713184506714,65.97054129615101,0
0,17,64.78471945578967,2.0178443489407414,34.66472417608777,89.9474029544824,41.31181354516933,0.0,0,5.04215219533361,64.82709949211483,0
0,18,55.0698054301891,0.6898655868651872,8.632335155958716,72.82402144847082,0.0,1.0919938258148312,0,29.484197503762626,50.87654058652787,0
0,19,94.39893775879924,1.4937964530362198,23.724441556314943,77.23140053706747,3.3406072345009186,0.0,0,23.213260771906075,103.06444350978364,0
0,20,62.87761549234919,0.9602345543755166,0.0,80.58364730373364,15.846344058483973,13.312039281701303,0,27.258807682731963,77.82578934039914,0
0,21,79.55671122656067,2.435875787772706,33.334740738367145,78.71843172165042,12.125751583961097,9.336651585985438,0,14.344830980155788,88.22888472075691,0
0,22,73.86650791622074,0.8965794392545001,3.5095017828652892,80.2332825775329,17.622239028827416,30.417838808996365,0,34.062336780636905,98.32038824455437,1
0,23,69.1016604892065,1.9451421990265452,31.992589922474497,69.13761680236617,0.0,15.263351053154981,0,31.579875882310326,78.17956608785853,0
0,24,53.883018140902664,0.5669581064032572,3.6939408498632815,85.37873986280175,15.765949671306666,5.189963450230723,0,27.90827190636038,96.48685551387683,0
0,25,56.836103875900235,0.5767647947853239,2.6626843090157504,91.71839059856157,22.725624014358605,25.662203577033036,0,9.228438651262962,42.39049471150952,0
0,26,79.59066216454353,2.7430603235487245,31.739817390186538,81.88114884020186,25.781541113641772,25.726701663227907,0,17.935072119265094,91.19341400159848,0
0,27,67.73643143381796,1.7267379004342662,33.051195312169746,92.49112229648279,10.420592330185968,16.07124194263172,0,4.401720505191321,48.790534783932415,0
0,28,63.87684481408179,2.7061141141019993,34.38069687701865,81.78085786875606,0.0,2.33625954522202,0,7.9372637461615305,48.903870533293315,0
0,29,77.60048103944044,2.132939426280394,6.971587132289294,76.65249386151007,4.190956417215757,0.0,0,24.857566503758548,75.61617048792239,0
0,30,66.83308344054724,0.8503696085623363,29.488980540876447,79.1810591349108,38.184194389603775,0.0,0,26.83238898905015,59.3601383465601,0
0,31,65.47962389111855,1.1825181242565104,3.112878417281572,76.05985059464861,28.554842489383816,17.09678102075613,0,33.96031143789472,74.19180436246903,0
0,32,78.48089406909126,1.748983019120638,21.667343186283627,82.30089709990166,30.787569172712825,0.0,0,13.426411460420862,67.7498374542476,0
0,33,73.00103759359033,2.3441137614966228,14.728441264537686,78.09113938432452,34.737205295033164,14.344972566263479,0,14.854710593115804,85.15276120402112,0
0,34,46.09979581570648,0.1,0.0,91.79677229374761,20.084243541905686,20.230809696085483,0,18.025785960825853,41.15932826093935,0
0,35,60.95540067536602,1.2437682993792674,15.365891335256833,93.51183904072114,1.8364876030808936,0.0,0,9.063083490697142,70.97836453702688,0
1,0,74.82631094878748,1.6393548714399886,27.735300677040975,73.29090979448854,64.85109177384206,47.001888559505424,0,27.766593553790827,74.5415531252388,1
1,1,46.96493022387929,1.0762992914386447,21.138066213460338,84.11524784699576,49.39044647563077,32.48269667434249,0,17.044110072065674,44.320246231442795,0
1,2,74.45741883555358,1.1934373511563412,13.777234195297485,69.02054660956907,89.23940451549294,48.43804378787458,0,30.47513343716424,95.36412939766272,1
1,3,62.57960100185033,1.1024085170480125,22.146815946037357,77.85742008159284,82.95019116082386,71.70684474447218,0,25.315776929899645,46.12031610862685,0
1,4,59.6300150817022,1.7775036814146754,18.480060993822036,91.47521850312062,66.04716237457586,42.39613384045818,0,6.013675132404785,51.744039982199155,1
1,5,81.07089669290818,3.131179731521573,43.29219353715893,61.860755870349145,69.19373711790809,30.137685320319875,1,34.21991525237619,90.20958688370926,1
